ID,Title,Difficulty,Link,Topics,Acceptance Rate (%),Premium Only,Category,Likes,Dislikes,Example Test Cases,Similar Questions
2116,Check if a Parentheses String Can Be Valid,Medium,https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid/,"String, Stack, Greedy",44.91,False,Algorithms,1990,130,,"[{""title"": ""Valid Parentheses"", ""titleSlug"": ""valid-parentheses"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Generate Parentheses"", ""titleSlug"": ""generate-parentheses"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Valid Parenthesis String"", ""titleSlug"": ""valid-parenthesis-string"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Remove to Make Valid Parentheses"", ""titleSlug"": ""minimum-remove-to-make-valid-parentheses"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": "" Check if There Is a Valid Parentheses String Path"", ""titleSlug"": ""check-if-there-is-a-valid-parentheses-string-path"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3375,Minimum Operations to Make Array Values Equal to K,Easy,https://leetcode.com/problems/minimum-operations-to-make-array-values-equal-to-k/,"Array, Hash Table",73.38,False,Algorithms,395,511,,[]
1667,Fix Names in a Table,Easy,https://leetcode.com/problems/fix-names-in-a-table/,Database,60.78,False,Database,995,131,,[]
2844,Minimum Operations to Make a Special Number,Medium,https://leetcode.com/problems/minimum-operations-to-make-a-special-number/,"Math, String, Greedy, Enumeration",38.2,False,Algorithms,368,56,,"[{""title"": ""Remove K Digits"", ""titleSlug"": ""remove-k-digits"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Remove Digit From Number to Maximize Result"", ""titleSlug"": ""remove-digit-from-number-to-maximize-result"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
2695,Array Wrapper,Easy,https://leetcode.com/problems/array-wrapper/,,89.16,False,JavaScript,265,59,,[]
837,New 21 Game,Medium,https://leetcode.com/problems/new-21-game/,"Math, Dynamic Programming, Sliding Window, Probability and Statistics",44.77,False,Algorithms,2027,1854,,[]
3555,Smallest Subarray to Sort in Every Sliding Window,Medium,https://leetcode.com/problems/smallest-subarray-to-sort-in-every-sliding-window/,"Array, Two Pointers, Stack, Greedy, Sorting, Monotonic Stack",64.17,True,Algorithms,6,1,,"[{""title"": ""Shortest Unsorted Continuous Subarray"", ""titleSlug"": ""shortest-unsorted-continuous-subarray"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1154,Day of the Year,Easy,https://leetcode.com/problems/day-of-the-year/,"Math, String",48.47,False,Algorithms,486,492,,[]
2302,Count Subarrays With Score Less Than K,Hard,https://leetcode.com/problems/count-subarrays-with-score-less-than-k/,"Array, Binary Search, Sliding Window, Prefix Sum",62.42,False,Algorithms,1556,59,,"[{""title"": ""Maximum Subarray"", ""titleSlug"": ""maximum-subarray"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Subarray Product Less Than K"", ""titleSlug"": ""subarray-product-less-than-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Binary Subarrays With Sum"", ""titleSlug"": ""binary-subarrays-with-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2065,Maximum Path Quality of a Graph,Hard,https://leetcode.com/problems/maximum-path-quality-of-a-graph/,"Array, Backtracking, Graph",60.0,False,Algorithms,691,52,,"[{""title"": ""Cherry Pickup"", ""titleSlug"": ""cherry-pickup"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimum Cost to Reach Destination in Time"", ""titleSlug"": ""minimum-cost-to-reach-destination-in-time"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
2307,Check for Contradictions in Equations,Hard,https://leetcode.com/problems/check-for-contradictions-in-equations/,"Array, Depth-First Search, Union Find, Graph",43.45,True,Algorithms,68,27,,"[{""title"": ""Evaluate Division"", ""titleSlug"": ""evaluate-division"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2740,Find the Value of the Partition,Medium,https://leetcode.com/problems/find-the-value-of-the-partition/,"Array, Sorting",64.46,False,Algorithms,316,24,,[]
3410,Maximize Subarray Sum After Removing All Occurrences of One Element,Hard,https://leetcode.com/problems/maximize-subarray-sum-after-removing-all-occurrences-of-one-element/,"Array, Dynamic Programming, Segment Tree",20.29,False,Algorithms,55,4,,"[{""title"": ""Maximum Subarray"", ""titleSlug"": ""maximum-subarray"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Subarray Sum with One Deletion"", ""titleSlug"": ""maximum-subarray-sum-with-one-deletion"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3568,Minimum Moves to Clean the Classroom,Medium,https://leetcode.com/problems/minimum-moves-to-clean-the-classroom/,"Array, Hash Table, Bit Manipulation, Breadth-First Search, Matrix",25.58,False,Algorithms,113,15,,[]
3557,Find Maximum Number of Non Intersecting Substrings,Medium,https://leetcode.com/problems/find-maximum-number-of-non-intersecting-substrings/,"Hash Table, String, Dynamic Programming, Greedy",29.13,False,Algorithms,64,3,,[]
3114,Latest Time You Can Obtain After Replacing Characters,Easy,https://leetcode.com/problems/latest-time-you-can-obtain-after-replacing-characters/,"String, Enumeration",34.6,False,Algorithms,110,50,,"[{""title"": ""Latest Time by Replacing Hidden Digits"", ""titleSlug"": ""latest-time-by-replacing-hidden-digits"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1655,Distribute Repeating Integers,Hard,https://leetcode.com/problems/distribute-repeating-integers/,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",39.88,False,Algorithms,457,29,,[]
863,All Nodes Distance K in Binary Tree,Medium,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree",66.78,False,Algorithms,11743,265,,"[{""title"": ""Amount of Time for Binary Tree to Be Infected"", ""titleSlug"": ""amount-of-time-for-binary-tree-to-be-infected"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
438,Find All Anagrams in a String,Medium,https://leetcode.com/problems/find-all-anagrams-in-a-string/,"Hash Table, String, Sliding Window",52.46,False,Algorithms,12863,361,,"[{""title"": ""Valid Anagram"", ""titleSlug"": ""valid-anagram"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Permutation in String"", ""titleSlug"": ""permutation-in-string"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
920,Number of Music Playlists,Hard,https://leetcode.com/problems/number-of-music-playlists/,"Math, Dynamic Programming, Combinatorics",59.98,False,Algorithms,2431,201,,"[{""title"": ""Count the Number of Good Subsequences"", ""titleSlug"": ""count-the-number-of-good-subsequences"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2235,Add Two Integers,Easy,https://leetcode.com/problems/add-two-integers/,Math,88.01,False,Algorithms,1909,3194,,[]
1519,Number of Nodes in the Sub-Tree With the Same Label,Medium,https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label/,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Counting",55.11,False,Algorithms,2338,810,,[]
3202,Find the Maximum Length of Valid Subsequence II,Medium,https://leetcode.com/problems/find-the-maximum-length-of-valid-subsequence-ii/,"Array, Dynamic Programming",57.34,False,Algorithms,622,52,,"[{""title"": ""Longest Increasing Subsequence"", ""titleSlug"": ""longest-increasing-subsequence"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Length of the Longest Subsequence That Sums to Target"", ""titleSlug"": ""length-of-the-longest-subsequence-that-sums-to-target"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2520,Count the Digits That Divide a Number,Easy,https://leetcode.com/problems/count-the-digits-that-divide-a-number/,Math,85.81,False,Algorithms,611,39,,"[{""title"": ""Happy Number"", ""titleSlug"": ""happy-number"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Self Dividing Numbers"", ""titleSlug"": ""self-dividing-numbers"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1273,Delete Tree Nodes,Medium,https://leetcode.com/problems/delete-tree-nodes/,"Array, Tree, Depth-First Search, Breadth-First Search",61.28,True,Algorithms,231,65,,[]
3281,Maximize Score of Numbers in Ranges,Medium,https://leetcode.com/problems/maximize-score-of-numbers-in-ranges/,"Array, Binary Search, Greedy, Sorting",34.86,False,Algorithms,210,46,,"[{""title"": ""Find K-th Smallest Pair Distance"", ""titleSlug"": ""find-k-th-smallest-pair-distance"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
2094,Finding 3-Digit Even Numbers,Easy,https://leetcode.com/problems/finding-3-digit-even-numbers/,"Array, Hash Table, Sorting, Enumeration",78.92,False,Algorithms,1402,331,,"[{""title"": ""Find Numbers with Even Number of Digits"", ""titleSlug"": ""find-numbers-with-even-number-of-digits"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1552,Magnetic Force Between Two Balls,Medium,https://leetcode.com/problems/magnetic-force-between-two-balls/,"Array, Binary Search, Sorting",71.5,False,Algorithms,3084,265,,"[{""title"": ""Minimized Maximum of Products Distributed to Any Store"", ""titleSlug"": ""minimized-maximum-of-products-distributed-to-any-store"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2797,Partial Function with Placeholders,Easy,https://leetcode.com/problems/partial-function-with-placeholders/,,89.6,True,JavaScript,11,4,,[]
1662,Check If Two String Arrays are Equivalent,Easy,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent/,"Array, String",85.84,False,Algorithms,3102,204,,"[{""title"": ""Check if an Original String Exists Given Two Encoded Strings"", ""titleSlug"": ""check-if-an-original-string-exists-given-two-encoded-strings"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3068,Find the Maximum Sum of Node Values,Hard,https://leetcode.com/problems/find-the-maximum-sum-of-node-values/,"Array, Dynamic Programming, Greedy, Bit Manipulation, Tree, Sorting",69.71,False,Algorithms,903,132,,"[{""title"": ""Maximum Score After Applying Operations on a Tree"", ""titleSlug"": ""maximum-score-after-applying-operations-on-a-tree"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find Number of Coins to Place in Tree Nodes"", ""titleSlug"": ""find-number-of-coins-to-place-in-tree-nodes"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
2419,Longest Subarray With Maximum Bitwise AND,Medium,https://leetcode.com/problems/longest-subarray-with-maximum-bitwise-and/,"Array, Bit Manipulation, Brainteaser",65.4,False,Algorithms,1306,109,,"[{""title"": ""Number of Different Integers in a String"", ""titleSlug"": ""number-of-different-integers-in-a-string"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Remove Colored Pieces if Both Neighbors are the Same Color"", ""titleSlug"": ""remove-colored-pieces-if-both-neighbors-are-the-same-color"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count Number of Maximum Bitwise-OR Subsets"", ""titleSlug"": ""count-number-of-maximum-bitwise-or-subsets"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Smallest Subarrays With Maximum Bitwise OR"", ""titleSlug"": ""smallest-subarrays-with-maximum-bitwise-or"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
993,Cousins in Binary Tree,Easy,https://leetcode.com/problems/cousins-in-binary-tree/,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",58.45,False,Algorithms,4250,227,,"[{""title"": ""Binary Tree Level Order Traversal"", ""titleSlug"": ""binary-tree-level-order-traversal"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Cousins in Binary Tree II"", ""titleSlug"": ""cousins-in-binary-tree-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
760,Find Anagram Mappings,Easy,https://leetcode.com/problems/find-anagram-mappings/,"Array, Hash Table",83.92,True,Algorithms,623,233,,[]
2688,Find Active Users,Medium,https://leetcode.com/problems/find-active-users/,Database,44.65,True,Database,25,8,,[]
1526,Minimum Number of Increments on Subarrays to Form a Target Array,Hard,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array/,"Array, Dynamic Programming, Stack, Greedy, Monotonic Stack",72.63,False,Algorithms,1644,81,,[]
1610,Maximum Number of Visible Points,Hard,https://leetcode.com/problems/maximum-number-of-visible-points/,"Array, Math, Geometry, Sliding Window, Sorting",37.74,False,Algorithms,612,763,,[]
1984,Minimum Difference Between Highest and Lowest of K Scores,Easy,https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores/,"Array, Sliding Window, Sorting",58.86,False,Algorithms,1104,328,,"[{""title"": ""Array Partition"", ""titleSlug"": ""array-partition"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1664,Ways to Make a Fair Array,Medium,https://leetcode.com/problems/ways-to-make-a-fair-array/,"Array, Prefix Sum",64.76,False,Algorithms,1363,44,,[]
1721,Swapping Nodes in a Linked List,Medium,https://leetcode.com/problems/swapping-nodes-in-a-linked-list/,"Linked List, Two Pointers",68.67,False,Algorithms,5606,201,,"[{""title"": ""Remove Nth Node From End of List"", ""titleSlug"": ""remove-nth-node-from-end-of-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Swap Nodes in Pairs"", ""titleSlug"": ""swap-nodes-in-pairs"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Reverse Nodes in k-Group"", ""titleSlug"": ""reverse-nodes-in-k-group"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3535,Unit Conversion II,Medium,https://leetcode.com/problems/unit-conversion-ii/,"Array, Math, Depth-First Search, Breadth-First Search, Graph",67.78,True,Algorithms,2,6,,[]
83,Remove Duplicates from Sorted List,Easy,https://leetcode.com/problems/remove-duplicates-from-sorted-list/,Linked List,55.23,False,Algorithms,9413,343,,"[{""title"": ""Remove Duplicates from Sorted List II"", ""titleSlug"": ""remove-duplicates-from-sorted-list-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Remove Duplicates From an Unsorted Linked List"", ""titleSlug"": ""remove-duplicates-from-an-unsorted-linked-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1992,Find All Groups of Farmland,Medium,https://leetcode.com/problems/find-all-groups-of-farmland/,"Array, Depth-First Search, Breadth-First Search, Matrix",75.49,False,Algorithms,1421,91,,"[{""title"": ""Number of Islands"", ""titleSlug"": ""number-of-islands"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count Sub Islands"", ""titleSlug"": ""count-sub-islands"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1751,Maximum Number of Events That Can Be Attended II,Hard,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii/,"Array, Binary Search, Dynamic Programming, Sorting",63.79,False,Algorithms,2510,53,,"[{""title"": ""Maximum Number of Events That Can Be Attended"", ""titleSlug"": ""maximum-number-of-events-that-can-be-attended"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Earnings From Taxi"", ""titleSlug"": ""maximum-earnings-from-taxi"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Two Best Non-Overlapping Events"", ""titleSlug"": ""two-best-non-overlapping-events"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Meeting Rooms III"", ""titleSlug"": ""meeting-rooms-iii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3341,Find Minimum Time to Reach Last Room I,Medium,https://leetcode.com/problems/find-minimum-time-to-reach-last-room-i/,"Array, Graph, Heap (Priority Queue), Matrix, Shortest Path",55.63,False,Algorithms,515,165,,"[{""title"": ""Minimum Cost to Reach Destination in Time"", ""titleSlug"": ""minimum-cost-to-reach-destination-in-time"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimum Time to Visit a Cell In a Grid"", ""titleSlug"": ""minimum-time-to-visit-a-cell-in-a-grid"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1794,Count Pairs of Equal Substrings With Minimum Difference,Medium,https://leetcode.com/problems/count-pairs-of-equal-substrings-with-minimum-difference/,"Hash Table, String, Greedy",64.26,True,Algorithms,47,62,,[]
2822,Inversion of Object,Easy,https://leetcode.com/problems/inversion-of-object/,,59.94,True,JavaScript,16,1,,[]
177,Nth Highest Salary,Medium,https://leetcode.com/problems/nth-highest-salary/,Database,38.29,False,Database,2164,1100,,"[{""title"": ""The Number of Users That Are Eligible for Discount"", ""titleSlug"": ""the-number-of-users-that-are-eligible-for-discount"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
